"","lon","lat","type","loctype","address","north","south","east","west","Outcome_St","Direction","Street_Nam","Suffix","Code_Enfor","Property_S","Program_De","Date_of_Ou","Council_Di","Zip_Code","ShapeSTAre","ShapeSTLen","OBJECTID","County_Tax","State_Parc","Address_Nu","Structures","Full_Address"
"116",-86.2793176,41.6986316,"premise","rooftop","1737 n johnson st, south bend, in 46628, usa",41.6999853802915,41.6972874197085,-86.2779565197085,-86.2806544802915,"Demolished","N","Johnson","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete","Bid Opening - Demo - June 9 2015","2015-10-14T00:00:00.000Z","1","46628",4962.98025512695,327.636087400226,"117","018-2122-4491","71-03-34-408-021.000-026","1737","House","1737 Johnson ST South Bend, IN 46628"
"117",-86.2811913,41.7000815,"premise","rooftop","1826 huey st, south bend, in 46628, usa",41.7014243802915,41.6987264197085,-86.2798414697085,-86.2825394302915,"Demolished",NA,"Huey","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-07-18T00:00:00.000Z","1","46628",7521.79089355469,374.471528541602,"118","018-2120-4417","71-03-34-403-009.000-026","1826",NA,"1826 Huey ST South Bend, IN 46628"
"118",-86.2663093,41.6996629,"street_address","range_interpolated","1106 beale st, south bend, in 46616, usa",41.7010118802915,41.6983139197085,-86.2649603197085,-86.2676582802915,NA,NA,"Beale","ST","Demo Affirmed","Bid Awarded - Demolition","Bid Opening - Demo - Dec 12 2017",NA,"1","46616",5191.68933105469,339.018419499415,"119","018-2144-5392","71-03-35-328-008.000-026","1106","House, Fence","1106 Beale ST South Bend, IN 46616"
"119",-86.2648579,41.6996716,"street_address","range_interpolated","1006 beale st, south bend, in 46616, usa",41.7010205802915,41.6983226197085,-86.2635089197085,-86.2662068802915,"Demolished",NA,"Beale","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete","Bid Opening - Demo - June 9 2015","2015-09-16T00:00:00.000Z","1","46616",5281.7815246582,340.418314212435,"120","018-2144-5410","71-03-35-328-017.000-026","1006","House","1006 Beale ST South Bend, IN 46616"
"120",-86.2673801,41.7005385,"premise","rooftop","1134 w bryan st, south bend, in 46616, usa",41.7019044802915,41.6992065197085,-86.2660306197085,-86.2687285802915,"Repaired & Occupied","W","Bryan","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2015-10-29T00:00:00.000Z","1","46616",5606.90811157227,342.796035627858,"121","018-2142-5310","71-03-35-327-001.000-026","1134","House","1134 Bryan ST South Bend, IN 46616"
"121",-86.2663091,41.7005426,"premise","rooftop","1106 bryan st, south bend, in 46616, usa",41.7019090302915,41.6992110697085,-86.2649703197085,-86.2676682802915,"Demolished",NA,"Bryan","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete","Bid Opening - Demo - June 9 2015","2015-09-22T00:00:00.000Z","1","46616",5163.18862915039,336.682611480625,"122","018-2142-5324","71-03-35-327-008.000-026","1106","House","1106 Bryan ST South Bend, IN 46616"
"122",-86.2763038,41.7003609,"premise","rooftop","1834 college st, south bend, in 46628, usa",41.7017213302915,41.6990233697085,-86.2749673697085,-86.2776653302915,"Repaired",NA,"College","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2016-10-26T00:00:00.000Z","1","46628",8087.69396972656,388.972984756907,"123","018-2127-4704","71-03-34-428-005.000-026","1834","House, Garage","1834 College ST South Bend, IN 46628"
"123",-86.2793573,41.7003818,"premise","rooftop","1837 n johnson st, south bend, in 46628, usa",41.7017406302915,41.6990426697085,-86.2780079197085,-86.2807058802915,"Repaired",NA,"Johnson","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2015-07-13T00:00:00.000Z","2","46628",4564.41201782227,320.723943934014,"124","018-2121-4455","71-03-34-404-022.000-026","1837","House, Shed, Fence","1837 Johnson ST South Bend, IN 46628"
"124",-86.28134,41.7056537,"premise","rooftop","2122 huey st, south bend, in 46628, usa",41.7070113302915,41.7043133697085,-86.2799625697085,-86.2826605302915,"Repaired",NA,"Huey","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2016-05-10T00:00:00.000Z","1","46628",26094.8988952637,784.650262641822,"125","018-2113-4126","71-03-34-206-013.000-026","2122","House","2122 Huey ST South Bend, IN 46628"
"125",-86.2652381,41.7022568,"premise","rooftop","2009 riverside dr, south bend, in 46616, usa",41.7036151302915,41.7009171697085,-86.2638835697085,-86.2665815302915,"Demolished",NA,"Riverside","DR","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-07-11T00:00:00.000Z","1","46616",5782.96224975586,351.740804844097,"126","018-2139-5210","71-03-35-182-001.000-026","2009",NA,"2009 Riverside DR South Bend, IN 46616"
"126",-86.2714653,41.7031581,"premise","rooftop","1950 berkley pl, south bend, in 46616, usa",41.7045019302915,41.7018039697085,-86.2701341197085,-86.2728320802915,"Repaired",NA,"Berkley","PL","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2015-09-10T00:00:00.000Z","1","46616",7137.00354003906,356.165839015376,"127","018-2171-6360","71-03-35-154-025.000-026","1950","House, Garage, Fence","1950 Berkley PL South Bend, IN 46616"
"127",-86.2817762,41.7009652,"premise","rooftop","1859 huey st, south bend, in 46628, usa",41.7023105302915,41.6996125697085,-86.2804083197085,-86.2831062802915,"Demolished",NA,"Huey","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete","Bid Opening - Demo - Fall 2014","2015-03-27T00:00:00.000Z","1","46628",5674.55990600586,376.137081550481,"128","018-2117-428602","71-03-34-402-015.000-026","1859","House","1859 Huey ST South Bend, IN 46628"
"128",-86.2793176,41.7016631,"premise","rooftop","1901 n johnson st, south bend, in 46628, usa",41.7030241802915,41.7003262197085,-86.2779686697085,-86.2806666302915,NA,NA,"Johnson","ST","Demo Affirmed","Demo Process: Utility Retirements",NA,NA,NA,"46628",6893.07592773438,368.305280131501,"129","018-2113-415502","71-03-34-253-037.000-026","1901","House, Garage, Shed","1901 Johnson ST South Bend, IN 46628"
"129",-86.284195,41.7018594,"premise","rooftop","1907 n olive st, south bend, in 46628, usa",41.7032043302915,41.7005063697085,-86.2828562697085,-86.2855542302915,"Repaired","N","Olive","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-04-15T00:00:00.000Z","1","46628",8996.67562866211,390.095966108845,"130","018-2096-3649","71-03-34-179-027.000-026","1907",NA,"1907 Olive ST South Bend, IN 46628"
"130",-86.2795357,41.705848,"premise","rooftop","2139 n johnson st, south bend, in 46628, usa",41.7071933802915,41.7044954197085,-86.2782077697085,-86.2809057302915,"Repaired & Occupied",NA,"Johnson","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-12-30T00:00:00.000Z","1","46628",18723.012878418,726.047111271527,"131","018-2113-412501","71-03-34-206-019.000-026","2139",NA,"2139 Johnson ST South Bend, IN 46628"
"131",-86.2813004,41.7034372,"premise","rooftop","2010 huey st, south bend, in 46628, usa",41.7047981302915,41.7021001697085,-86.2799477697085,-86.2826457302915,"Demolished",NA,"Huey","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete","Bid Opening - Demo - Fall 2014","2015-03-27T00:00:00.000Z","1","46628",40052.1795959473,873.510049777717,"132","018-2113-4139","71-03-34-253-011.000-026","2010","House","2010 Huey ST South Bend, IN 46628"
"132",-86.2788914,41.7041658,"premise","rooftop","2028 n johnson st, south bend, in 46628, usa",41.7055079302915,41.7028099697085,-86.2775420697085,-86.2802400302915,"Demolished",NA,"Johnson","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete","Bid Opening - Demo - June 9 2015","2015-09-22T00:00:00.000Z","1","46628",5126.29248046875,325.644888210646,"133","018-2116-4269","71-03-34-276-007.000-026","2028","House","2028 Johnson ST South Bend, IN 46628"
"133",-86.2853845,41.7043462,"premise","rooftop","2506 bergan st, south bend, in 46628, usa",41.7057035802915,41.7030056197085,-86.2840264197085,-86.2867243802915,"Repaired & Occupied",NA,"Bergan","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2015-01-20T00:00:00.000Z","1","46628",10867.8742675781,426.398176401779,"134","018-2096-3602","71-03-34-178-012.000-026","2506",NA,"2506 Bergan ST South Bend, IN 46628"
"134",-86.2817542,41.7043883,"street_address","rooftop","2204 bergan st, south bend, in 46628, usa",41.7057372802915,41.7030393197085,-86.2804052197085,-86.2831031802915,"Repaired",NA,"Bergan","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-11-24T00:00:00.000Z","1","46628",6295.56149291992,333.872806520091,"135","018-2217-8191","71-03-34-252-005.000-026","2204","House, Garage","2204 Bergan ST South Bend, IN 46628"
"135",-86.2735673,41.7044698,"premise","rooftop","2046 beverly pl, south bend, in 46616, usa",41.7058214302915,41.7031234697085,-86.2722087197085,-86.2749066802915,"Repaired",NA,"Beverly","PL","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2015-06-29T00:00:00.000Z","1","46616",4710.52062988281,318.765611142786,"136","018-2170-6257","71-03-35-153-006.000-026","2046",NA,"2046 Beverly PL South Bend, IN 46616"
"136",-86.2789211,41.7051869,"premise","rooftop","2118 n johnson st, south bend, in 46628, usa",41.7065493802915,41.7038514197085,-86.2775805197085,-86.2802784802915,"Demolished",NA,"Johnson","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete","Bid Opening - Demo - June 9 2015","2015-09-22T00:00:00.000Z","1","46628",6246.45822143555,359.80337423891,"137","018-2198-7380","71-03-34-228-010.000-026","2118","House","2118 Johnson ST South Bend, IN 46628"
"137",-86.2789211,41.705459,"premise","rooftop","2126 n johnson st, south bend, in 46628, usa",41.7068129302915,41.7041149697085,-86.2775804697085,-86.2802784302915,NA,NA,"Johnson","ST","Repair Order","Repairs Pending",NA,NA,"1","46628",5370.02200317383,331.88597843091,"138","018-2198-7382","71-03-34-228-008.000-026","2126","House, Fence","2126 Johnson ST South Bend, IN 46628"
"138",-86.2723379,41.7086659,"premise","rooftop","2303 hollywood pl, south bend, in 46616, usa",41.7100308802915,41.7073329197085,-86.2709812197085,-86.2736791802915,"Repaired",NA,"Hollywood","PL","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-05-28T00:00:00.000Z","1","46616",14342.5942382812,532.75362012968,"139","018-2199-7407","71-03-26-354-035.000-026","2303",NA,"2303 Hollywood PL South Bend, IN 46616"
"139",-86.276578,41.707126,"street_address","rooftop","2214 portage ave, south bend, in 46616, usa",41.7084749802915,41.7057770197085,-86.2752290197085,-86.2779269802915,"Repaired",NA,"Portage","AVE","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-06-30T00:00:00.000Z","1","46616",21285.8648986816,787.198494968968,"140","018-2115-4204","71-03-34-230-008.000-026","2214",NA,"2214 Portage AVE South Bend, IN 46616"
"140",-86.2696012,41.7097042,"premise","rooftop","1205 edgewood dr, south bend, in 46616, usa",41.7110713302915,41.7083733697085,-86.2682583697085,-86.2709563302915,"Repaired",NA,"Edgewood","DR","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-11-10T00:00:00.000Z","1","46616",6123.98709106445,321.483146320319,"141","018-2200-7530","71-03-26-356-030.000-026","1205",NA,"1205 Edgewood DR South Bend, IN 46616"
"141",-86.2700772,41.7097974,"premise","rooftop","1216 eastbrook dr, south bend, in 46616, usa",41.7111596802915,41.7084617197085,-86.2687299697085,-86.2714279302915,"Repaired",NA,"Eastbrook","DR","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-04-18T00:00:00.000Z","1","46616",6899.35470581055,345.687611416876,"142","018-2200-7497","71-03-26-356-027.000-026","1216",NA,"1216 Eastbrook DR South Bend, IN 46616"
"142",-86.2816376,41.6902122,"street_address","rooftop","1133 huey st, south bend, in 46628, usa",41.6915611802915,41.6888632197085,-86.2802886197085,-86.2829865802915,NA,NA,"Huey","ST","Demo Affirmed w/CP","Demo Process: Utility Retirements",NA,NA,"2","46628",5085.32067871094,337.626997391865,"143","018-2090-3372","71-08-03-252-018.000-026","1133","House, Garage","1133 Huey ST South Bend, IN 46628"
"143",-86.285107,41.6902669,"premise","rooftop","1141 fremont st, south bend, in 46628, usa",41.6916209302915,41.6889229697085,-86.2837625697085,-86.2864605302915,"Repaired",NA,"Fremont","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2015-02-05T00:00:00.000Z","2","46628",5134.806640625,340.143839277833,"144","018-2047-1637","71-08-03-178-014.000-026","1141","House","1141 Fremont ST South Bend, IN 46628"
"144",-86.2412345,41.6900877,"premise","rooftop","1105 n st louis blvd, south bend, in 46617, usa",41.6914282802915,41.6887303197085,-86.2398673197085,-86.2425652802915,NA,"N","St. Louis","BLVD","Repair Expired - CP - Repair Hearing No Show",NA,NA,NA,"4","46617",6786.39291381836,412.286231343126,"145","018-5109-3867","71-08-01-253-019.000-026","1105","House, Garage","1105 St. Louis BLVD South Bend, IN 46617"
"145",-86.2762245,41.6915739,"premise","rooftop","1226 college st, south bend, in 46628, usa",41.6929394802915,41.6902415197085,-86.2748749197085,-86.2775728802915,"Demolished",NA,"College","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete","Bid Opening - Demo - Fall 2016","2016-11-09T00:00:00.000Z",NA,"46628",5132.67715454102,336.098693913674,"146","018-2084-3113","71-08-03-228-023.000-026","1226","House, Garage, Fence","1226 College ST South Bend, IN 46628"
"146",-86.2815383,41.689763,"premise","rooftop","1117 huey st, south bend, in 46628, usa",41.6911257802915,41.6884278197085,-86.2801897197085,-86.2828876802915,NA,NA,"Huey","ST","Repair Order","Repairs Pending",NA,NA,"2","46628",5215.58053588867,339.65907365434,"147","018-2090-3388","71-08-03-252-022.000-026","1117","House, Garage","1117 Huey ST South Bend, IN 46628"
"147",-86.2786832,41.6897875,"premise","rooftop","1118 n johnson st, south bend, in 46628, usa",41.6911407802915,41.6884428197085,-86.2773462197085,-86.2800441802915,"Demolished",NA,"Johnson","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-04-11T00:00:00.000Z","1","46628",5071.75189208984,331.456861813796,"148","018-2080-2923","71-08-03-276-009.000-026","1118",NA,"1118 Johnson ST South Bend, IN 46628"
"148",-86.2810624,41.6897866,"premise","rooftop","1118 huey st, south bend, in 46628, usa",41.6911260302915,41.6884280697085,-86.2797158197085,-86.2824137802915,"Demolished",NA,"Huey","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-07-25T00:00:00.000Z","2","46628",5226.26754760742,340.193988086814,"149","018-2092-3474","71-08-03-253-009.000-026","1118",NA,"1118 Huey ST South Bend, IN 46628"
"149",-86.2767003,41.690151,"premise","rooftop","1129 college st, south bend, in 46628, usa",41.6914847802915,41.6887868197085,-86.2753417697085,-86.2780397302915,"Repaired",NA,"College","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2013-11-21T00:00:00.000Z","1","46628",5284.15591430664,347.754133918851,"150","018-2080-2914","71-08-03-277-019.000-026","1129",NA,"1129 College ST South Bend, IN 46628"
"150",-86.2775331,41.6910331,"premise","rooftop","1206 n brookfield st, south bend, in 46628, usa",41.6923855302915,41.6896875697085,-86.2761677697085,-86.2788657302915,"Demolished","N","Brookfield","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete","Bid Opening - Demo - June 9 2015","2015-09-22T00:00:00.000Z","1","46628",5414.88671875,352.55243208402,"151","018-2083-3071","71-08-03-227-028.000-026","1206","House, Garage, Fence","1206 Brookfield ST South Bend, IN 46628"
"151",-86.2846212,41.6922823,"premise","rooftop","1252 fremont st, south bend, in 46628, usa",41.6936385302915,41.6909405697085,-86.2832648697085,-86.2859628302915,"Repaired",NA,"Fremont","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2015-09-24T00:00:00.000Z","2","46628",4865.21960449219,319.806626342412,"152","018-2050-1764","71-08-03-133-001.000-026","1252","House","1252 Fremont ST South Bend, IN 46628"
"152",-86.268332,41.6915129,"premise","rooftop","1230 diamond ave, south bend, in 46628, usa",41.6928453302915,41.6901473697085,-86.2669917197085,-86.2696896802915,"Demolished",NA,"Diamond","AVE","In Compliance: Outcome Complete","In Compliance: Outcome Complete","Bid Opening - Demo - June 9 2015","2015-10-14T00:00:00.000Z","1","46628",5794.05917358398,349.696781135247,"153","018-1088-3711","71-08-02-133-006.000-026","1230","House, Garage","1230 Diamond AVE South Bend, IN 46628"
"153",-86.243804,41.6909198,"premise","rooftop","1136 n lawrence st, south bend, in 46617, usa",41.6922768802915,41.6895789197085,-86.2424526197085,-86.2451505802915,"Demolished","N","Lawrence","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2015-07-29T00:00:00.000Z","4","46617",10889.9906311035,463.127584405667,"154","018-5110-3922","71-08-01-252-001.000-026","1136",NA,"1136 Lawrence ST South Bend, IN 46617"
"154",-86.279159,41.6916687,"premise","rooftop","1229 n johnson st, south bend, in 46628, usa",41.6930302802915,41.6903323197085,-86.2778254197085,-86.2805233802915,"Repaired",NA,"Johnson","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2013-08-02T00:00:00.000Z","2","46628",4999.30020141602,329.960088157737,"155","018-2089-3338","71-08-03-204-039.000-026","1229",NA,"1229 Johnson ST South Bend, IN 46628"
"155",-86.2775331,41.691694,"premise","rooftop","1230 n brookfield st, south bend, in 46628, usa",41.6930353302915,41.6903373697085,-86.2761695197085,-86.2788674802915,NA,"N","Brookfield","ST","Demo Affirmed","Bid Awarded - Demolition","Bid Opening - Demo - Dec 12 2017",NA,NA,"46628",5503.22790527344,353.955711083109,"156","018-2083-3059","71-08-03-227-022.000-026","1230","House","1230 Brookfield ST South Bend, IN 46628"
"156",-86.3043735,41.6922472,"premise","rooftop","4011 st johns way, south bend, in 46628, usa",41.6935914802915,41.6908935197085,-86.3030304697085,-86.3057284302915,"Repaired",NA,"St. Johns","WAY","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2015-02-12T00:00:00.000Z","2","46628",7400.14190673828,351.807142171635,"157","018-2216-8169","71-08-04-129-017.000-026","4011",NA,"4011 St. Johns WAY South Bend, IN 46628"
"157",-86.2815779,41.6927575,"premise","rooftop","1329 huey st, south bend, in 46628, usa",41.6941066802915,41.6914087197085,-86.2802273197085,-86.2829252802915,"Demolished",NA,"Huey","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete","BEP","2016-01-22T00:00:00.000Z","2","46628",5311.94580078125,343.316860799504,"158","018-2087-3242","71-08-03-202-033.000-026","1329","House, Garage, Fence","1329 Huey ST South Bend, IN 46628"
"158",-86.2803883,41.692758,"premise","rooftop","1329 o brien st, south bend, in 46628, usa",41.6941106302915,41.6914126697085,-86.2790281197085,-86.2817260802915,"Repaired",NA,"O'Brien","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2015-09-24T00:00:00.000Z","2","46628",5362.56799316406,343.051030262589,"159","018-2088-3280","71-08-03-203-033.000-026","1329","House, Garage","1329 O'Brien ST South Bend, IN 46628"
"159",-86.278009,41.6920203,"premise","rooftop","1301 n brookfield st, south bend, in 46628, usa",41.6933777302915,41.6906797697085,-86.2766518697085,-86.2793498302915,"Repaired","N","Brookfield","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-08-18T00:00:00.000Z","1","46628",4833.70431518555,324.270599879014,"160","018-2082-3002","71-08-03-226-041.000-026","1301",NA,"1301 Brookfield ST South Bend, IN 46628"
"160",-86.2786832,41.6915756,"premise","rooftop","1226 n johnson st, south bend, in 46628, usa",41.6929120302915,41.6902140697085,-86.2773488697085,-86.2800468302915,"Demolished",NA,"Johnson","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-09-19T00:00:00.000Z","1","46628",5007.62744140625,330.912054401636,"161","018-2082-3009","71-08-03-226-023.000-026","1226",NA,"1226 Johnson ST South Bend, IN 46628"
"161",-86.279159,41.6901138,"premise","rooftop","1127 n johnson st, south bend, in 46628, usa",41.6914663802915,41.6887684197085,-86.2778016697085,-86.2804996302915,"Deconstructed",NA,"Johnson","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete","Deconstruction","2014-11-20T00:00:00.000Z","2","46628",5079.57391357422,331.846162773079,"162","018-2092-3465","71-08-03-254-019.000-026","1127","House","1127 Johnson ST South Bend, IN 46628"
"162",-86.2827675,41.6920962,"premise","rooftop","1305 n elmer st, south bend, in 46628, usa",41.6934317802915,41.6907338197085,-86.2814359697085,-86.2841339302915,"Demolished","N","Elmer","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-08-15T00:00:00.000Z","2","46628",5174.64202880859,341.004032876895,"163","018-2086-3216","71-08-03-201-037.000-026","1305",NA,"1305 Elmer ST South Bend, IN 46628"
"163",-86.2791689,41.6921064,"premise","rooftop","1305 n johnson st, south bend, in 46628, usa",41.6934614302915,41.6907634697085,-86.2778235197085,-86.2805214802915,"Demolished",NA,"Johnson","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete","Bid Opening - Demo - Fall 2016","2016-11-14T00:00:00.000Z",NA,"46628",4937.01171875,328.974553059631,"164","018-2089-3330","71-08-03-204-036.000-026","1305","House, Fence","1305 Johnson ST South Bend, IN 46628"
"164",-86.278009,41.6921369,"premise","rooftop","1305 n brookfield st, south bend, in 46628, usa",41.6934719302915,41.6907739697085,-86.2766572197085,-86.2793551802915,"Repaired","N","Brookfield","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2017-05-09T00:00:00.000Z","1","46628",5062.13833618164,327.94047370173,"165","018-2082-3000","71-08-03-226-040.000-026","1305","House","1305 Brookfield ST South Bend, IN 46628"
"165",-86.2775232,41.6921504,"premise","rooftop","1306 n brookfield st, south bend, in 46628, usa",41.6934908302915,41.6907928697085,-86.2761821197085,-86.2788800802915,"Demolished","N","Brookfield","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete","BEP","2015-12-17T00:00:00.000Z","1","46628",5612.28338623047,355.769959302059,"166","018-2083-3051","71-08-03-227-018.000-026","1306","House, Garage, Shed","1306 Brookfield ST South Bend, IN 46628"
"166",-86.2839571,41.692912,"premise","rooftop","1333 n olive st, south bend, in 46628, usa",41.6942519302915,41.6915539697085,-86.2826068197085,-86.2853047802915,"Demolished","N","Olive","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete","Bid Opening - Demo - June 9 2015","2015-09-22T00:00:00.000Z","1","46628",4677.22418212891,314.82918402554,"167","018-2050-1757","71-08-03-129-019.000-026","1333","House, Fence","1333 Olive ST South Bend, IN 46628"
"167",-86.2786832,41.6905649,"premise","rooftop","1146 n johnson st, south bend, in 46628, usa",41.6919060302915,41.6892080697085,-86.2773511197085,-86.2800490802915,"Deconstructed",NA,"Johnson","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete","Deconstruction","2014-11-14T00:00:00.000Z","1","46628",4995.50692749023,330.303055758534,"168","018-2080-2895","71-08-03-276-002.000-026","1146","House","1146 Johnson ST South Bend, IN 46628"
"168",-86.2792147,41.6900079,"street_address","rooftop","1123 n johnson st, south bend, in 46628, usa",41.6913568802915,41.6886589197085,-86.2778657197085,-86.2805636802915,"Demolished",NA,"Johnson","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-09-19T00:00:00.000Z","2","46628",5001.97100830078,330.630264716198,"169","018-2092-3469","71-08-03-254-020.000-026","1123",NA,"1123 Johnson ST South Bend, IN 46628"
"169",-86.2810624,41.6906418,"premise","rooftop","1150 huey st, south bend, in 46628, usa",41.6919876302915,41.6892896697085,-86.2797109197085,-86.2824088802915,NA,NA,"Huey","ST",NA,NA,NA,NA,NA,"46628",4720.81024169922,332.317072204939,"170","018-2092-3442","71-08-03-253-001.000-026","1150","House","1150 Huey ST South Bend, IN 46628"
"170",-86.2825217,41.6910128,"street_address","rooftop","1221 n elmer st, south bend, in 46628, usa",41.6923617802915,41.6896638197085,-86.2811727197085,-86.2838706802915,"Repaired","N","Elmer","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-06-17T00:00:00.000Z","2","46628",5300.24035644531,342.738220208636,"171","018-2086-3228","71-08-03-201-043.000-026","1221",NA,"1221 Elmer ST South Bend, IN 46628"
"171",-86.2803883,41.6914363,"premise","rooftop","1221 o brien st, south bend, in 46628, usa",41.6927901302915,41.6900921697085,-86.2790474197085,-86.2817453802915,"Demolished",NA,"O'Brien","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-09-19T00:00:00.000Z","2","46628",5343.79568481445,341.595850190166,"172","018-2088-3304","71-08-03-203-045.000-026","1221",NA,"1221 O'Brien ST South Bend, IN 46628"
"172",-86.2902414,41.6930563,"premise","rooftop","1321 elliott st, south bend, in 46628, usa",41.6944041802915,41.6917062197085,-86.2888910697085,-86.2915890302915,"Repaired",NA,"Elliott","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-07-22T00:00:00.000Z","2","46628",5852.7155456543,359.85994018342,"173","018-2041-1419","71-08-03-103-015.000-026","1321",NA,"1321 Elliott ST South Bend, IN 46628"
"173",-86.2779694,41.6890647,"premise","rooftop","1049 n brookfield st, south bend, in 46628, usa",41.6904093302915,41.6877113697085,-86.2766046197085,-86.2793025802915,"Demolished","N","Brookfield","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-06-13T00:00:00.000Z","1","46628",5286.92776489258,331.89902657694,"174","018-2078-2838","71-08-03-280-014.000-026","1049",NA,"1049 Brookfield ST South Bend, IN 46628"
"174",-86.2802991,41.6891302,"premise","rooftop","1053 o brien st, south bend, in 46628, usa",41.6904714802915,41.6877735197085,-86.2789480197085,-86.2816459802915,"Demolished",NA,"O'Brien","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete","Bid Opening - Demo - June 9 2015","2015-09-18T00:00:00.000Z","2","46628",5058.4128112793,337.41251862443,"175","018-2093-3495","71-08-03-257-012.000-026","1053","House, Fence","1053 O'Brien ST South Bend, IN 46628"
"175",-86.2797935,41.6890847,"premise","rooftop","1054 o brien st, south bend, in 46628, usa",41.6904473802915,41.6877494197085,-86.2784606197085,-86.2811585802915,"Repaired",NA,"O'Brien","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-11-06T00:00:00.000Z","2","46628",4981.49044799805,331.223638348387,"176","018-2094-3523","71-08-03-258-001.000-026","1054","House, Garage, Fence","1054 O'Brien ST South Bend, IN 46628"
"176",-86.2659521,41.689842,"premise","rooftop","1114 allen st, south bend, in 46616, usa",41.6911975302915,41.6884995697085,-86.2646064197085,-86.2673043802915,"Demolished",NA,"Allen","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-03-24T00:00:00.000Z","1","46616",4180.75289916992,329.17534889253,"177","018-1084-3519","71-08-02-178-012.000-026","1114",NA,"1114 Allen ST South Bend, IN 46616"
"177",-86.2797538,41.6903274,"premise","rooftop","1138 o brien st, south bend, in 46628, usa",41.6916868302915,41.6889888697085,-86.2784240197085,-86.2811219802915,"Demolished",NA,"O'Brien","ST","In Compliance: Outcome Complete","In Compliance: Outcome Complete",NA,"2014-07-18T00:00:00.000Z","2","46628",5017.57516479492,331.426393276764,"178","018-2092-3456","71-08-03-254-004.000-026","1138",NA,"1138 O'Brien ST South Bend, IN 46628"
